PERFORMANCE: {"timestamp":"2026-02-14 16:38:20","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.02683711051940918,"memory_usage":"808.75 KB","peak_memory":"2 MB","included_files":32,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:39:18","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.7012090682983398,"memory_usage":"1.02 MB","peak_memory":"10 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:45:09","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.024827003479003906,"memory_usage":"1.02 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:46:17","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.020547866821289062,"memory_usage":"1.02 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:46:47","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.018474102020263672,"memory_usage":"1.02 MB","peak_memory":"12 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:51:43","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.2450098991394043,"memory_usage":"1.02 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:52:29","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.2411050796508789,"memory_usage":"1.02 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 05:52:43","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.06067299842834473,"memory_usage":"751.16 KB","peak_memory":"4 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:03:37","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.24291300773620605,"memory_usage":"1.02 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:03:39","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.018491029739379883,"memory_usage":"1.02 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:06:05","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.06077003479003906,"memory_usage":"751.35 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:07:33","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07320189476013184,"memory_usage":"751.36 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:08:36","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05949282646179199,"memory_usage":"758.58 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:10:05","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.0576329231262207,"memory_usage":"750.93 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:15:02","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05813193321228027,"memory_usage":"751.54 KB","peak_memory":"14 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:16:44","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05856895446777344,"memory_usage":"751.62 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:23:13","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.06644201278686523,"memory_usage":"750.93 KB","peak_memory":"8 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:23:25","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07576513290405273,"memory_usage":"750.85 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:25:21","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.060781002044677734,"memory_usage":"750.96 KB","peak_memory":"4 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:25:39","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.010610818862915039,"memory_usage":"750.96 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:25:51","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.1002960205078125,"memory_usage":"750.96 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:25:56","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.010138988494873047,"memory_usage":"750.96 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:26:05","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05612015724182129,"memory_usage":"750.85 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:26:45","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.053640127182006836,"memory_usage":"750.85 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:30:54","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05752205848693848,"memory_usage":"750.93 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:32:44","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05464005470275879,"memory_usage":"750.75 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:33:11","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.05751299858093262,"memory_usage":"750.75 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:37:11","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.08918404579162598,"memory_usage":"750.66 KB","peak_memory":"8 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 06:42:40","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.09415006637573242,"memory_usage":"750.66 KB","peak_memory":"2 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 08:58:07","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07435894012451172,"memory_usage":"780.34 KB","peak_memory":"14 MB","included_files":29,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:18:44","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.0844879150390625,"memory_usage":"781.39 KB","peak_memory":"14 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:19:17","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.08877015113830566,"memory_usage":"767.75 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:20:46","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.017765045166015625,"memory_usage":"767.15 KB","peak_memory":"12 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:20:54","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.01696300506591797,"memory_usage":"767.15 KB","peak_memory":"4 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:35:38","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.0345301628112793,"memory_usage":"767.83 KB","peak_memory":"2 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:37:00","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.0881338119506836,"memory_usage":"767.71 KB","peak_memory":"16 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:42:15","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07319092750549316,"memory_usage":"767.11 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:43:11","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07986187934875488,"memory_usage":"767.11 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:45:28","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.09461522102355957,"memory_usage":"767.12 KB","peak_memory":"4 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:46:45","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07567191123962402,"memory_usage":"767.22 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:46:56","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.09851813316345215,"memory_usage":"767.1 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:47:38","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07924008369445801,"memory_usage":"767.09 KB","peak_memory":"4 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:47:49","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.014796972274780273,"memory_usage":"767.69 KB","peak_memory":"14 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:48:45","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.06883001327514648,"memory_usage":"766.46 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:48:55","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.016244173049926758,"memory_usage":"767.06 KB","peak_memory":"14 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:51:43","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07892203330993652,"memory_usage":"767.75 KB","peak_memory":"16 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:54:15","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.07108902931213379,"memory_usage":"781.8 KB","peak_memory":"14 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:54:51","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.09211587905883789,"memory_usage":"767.39 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:55:00","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.014222860336303711,"memory_usage":"767.99 KB","peak_memory":"14 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 09:55:04","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.014106988906860352,"memory_usage":"767.39 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:12:20","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.09970712661743164,"memory_usage":"767.73 KB","peak_memory":"8 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:12:33","url":"\/as\/emp\/user\/stu295\/add\/course\/student","load_time":0.018376827239990234,"memory_usage":"768.25 KB","peak_memory":"4 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:01","url":"\/as\/","load_time":1.3843379020690918,"memory_usage":"1.05 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:13","url":"\/as\/","load_time":1.0203089714050293,"memory_usage":"1.05 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:16","url":"\/as\/","load_time":1.0233218669891357,"memory_usage":"1.05 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:19","url":"\/as\/login","load_time":0.18676304817199707,"memory_usage":"824.7 KB","peak_memory":"4 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:37","url":"\/as\/","load_time":1.033452033996582,"memory_usage":"1.1 MB","peak_memory":"2 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:31:40","url":"\/as\/emp","load_time":0.11640095710754395,"memory_usage":"894.51 KB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:32:07","url":"\/as\/emp\/users","load_time":0.12302899360656738,"memory_usage":"1010.22 KB","peak_memory":"16 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:32:10","url":"\/as\/emp\/user\/add","load_time":0.02255082130432129,"memory_usage":"1.05 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:33:25","url":"\/as\/emp\/user\/c3R1Mjk1\/add-course","load_time":0.023246049880981445,"memory_usage":"1.05 MB","peak_memory":"4 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:33:42","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.013303995132446289,"memory_usage":"747.01 KB","peak_memory":"2 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:34:34","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.0688939094543457,"memory_usage":"742.02 KB","peak_memory":"2 MB","included_files":30,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:35:08","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.06794285774230957,"memory_usage":"812.82 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:35:22","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.016626834869384766,"memory_usage":"812.82 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:36:42","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.07567310333251953,"memory_usage":"812.82 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:37:10","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.07036805152893066,"memory_usage":"816.82 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:37:36","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.07007789611816406,"memory_usage":"816.91 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:40:30","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.08272790908813477,"memory_usage":"816.99 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:41:48","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.07365989685058594,"memory_usage":"816.91 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-17 10:41:51","url":"\/as\/emp\/user\/stu295\/add\/payment\/W3siaWQiOiJjcnMwMDAwMDIiLCJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJtb2R1bGVzIjpbIkZ1bmRhbWVudGFscyIsIk9mZmljZSBBdXRvbWF0aW9uIiwiUHJvZ3JhbW1pbmcgQmFzaWNzIiwiSW50ZXJuZXQiXSwiY2F0ZWdvcnlfaWQiOiJjYXQwMDExIiwic3lzdGVtX3ZhbGlkX2RheXMiOiIzMCIsInN5c3RlbV9pbnZhbGlkX2RheXMiOiIxMCIsInByYWN0aWNhbF9taW51dGVzIjoiNjAiLCJtdWx0aV9sb2ciOiIwIiwiY2VydGlmaWNhdGUiOiIxIiwib2ZmbGluZV9wcmFjdGljYWwgIjoiMSIsInZlcnNpb25fdGl0bGUgIjoiRENBIFx1MjAxMyBEaXBsb21hIGluIENvbXB1dGVyIEFwcGxpY2F0aW9ucyBcdTIwMTMgdjEiLCJzdHVkeV9tb2RlICI6InNlbGZfcGFjZWQiLCJwcmVmZXJyZWRfdGltZSAiOiJhbnkiLCJ0aW1lem9uZSAiOiJBc2lhXC9Lb2xrYXRhIiwidmVyc2lvbl9udW1iZXIgIjoxfX1d\/student","load_time":0.015202045440673828,"memory_usage":"816.91 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
